Lance_Armstrong,Luiz_Inacio_Lula_da_Silva
Andre_Agassi,Tim_Henman
Michael_Bloomberg,George_W_Bush
Pierce_Brosnan,Vaclav_Havel
Megawati_Sukarnoputri,Guillermo_Coria
Taha_Yassin_Ramadan,Hugo_Chavez
Angelina_Jolie,Yoriko_Kawaguchi
Roh_Moo-hyun,Javier_Solana
Halle_Berry,George_W_Bush
Bill_Simon,George_W_Bush
Saddam_Hussein,Paul_Bremer
Abdullah_Gul,Alvaro_Uribe
Serena_Williams,Jean_Chretien
Ariel_Sharon,Silvio_Berlusconi
John_Kerry,Tom_Hanks
Dominique_de_Villepin,Ariel_Sharon
Donald_Rumsfeld,Roh_Moo-hyun
Michael_Schumacher,Hans_Blix
Hans_Blix,Vladimir_Putin
Nicole_Kidman,Roh_Moo-hyun
Norah_Jones,Rudolph_Giuliani
Igor_Ivanov,George_HW_Bush
Renee_Zellweger,Alvaro_Uribe
Julianne_Moore,John_Ashcroft
John_Bolton,Lleyton_Hewitt
George_W_Bush,Alvaro_Uribe
Paul_Bremer,Vladimir_Putin
Naomi_Watts,Colin_Powell
Jack_Straw,Kofi_Annan
Mahmoud_Abbas,Rudolph_Giuliani
John_Ashcroft,Nestor_Kirchner
Vladimir_Putin,Gerhard_Schroeder
Gray_Davis,George_W_Bush
Lindsay_Davenport,Serena_Williams
Bill_Clinton,Recep_Tayyip_Erdogan
Hugo_Chavez,Ann_Veneman
Colin_Powell,Gerhard_Schroeder
Jiang_Zemin,George_W_Bush
Jennifer_Lopez,Silvio_Berlusconi
Meryl_Streep,Junichiro_Koizumi
John_Negroponte,John_Negroponte
Nancy_Pelosi,Trent_Lott
Venus_Williams,Gerhard_Schroeder
Atal_Bihari_Vajpayee,Jacques_Chirac
Kofi_Annan,Zhu_Rongji
Bill_Gates,Hillary_Clinton
Luiz_Inacio_Lula_da_Silva,John_Negroponte
Rudolph_Giuliani,Vladimir_Putin
Jean_Charest,Hans_Blix
Jose_Maria_Aznar,George_W_Bush
Pete_Sampras,Tim_Henman
Jean_Chretien,Jesse_Jackson
Carlos_Menem,George_W_Bush
Jacques_Chirac,Dominique_de_Villepin
Spencer_Abraham,Gerhard_Schroeder
Trent_Lott,George_W_Bush
Silvio_Berlusconi,Colin_Powell
George_Robertson,David_Beckham
Tommy_Franks,Fernando_Gonzalez
Ricardo_Lagos,Luiz_Inacio_Lula_da_Silva
Jeremy_Greenstock,Jean-David_Levitte
Amelie_Mauresmo,Roh_Moo-hyun
Julie_Gerberding,Bill_Gates
John_Snow,George_W_Bush
Jennifer_Aniston,Jennifer_Capriati
Jennifer_Capriati,Colin_Powell
Richard_Myers,Colin_Powell
John_Howard,Colin_Powell
Tiger_Woods,Pete_Sampras
David_Beckham,Bill_Clinton
Alejandro_Toledo,Gray_Davis
Recep_Tayyip_Erdogan,Gerhard_Schroeder
Juan_Carlos_Ferrero,Gloria_Macapagal_Arroyo
Gloria_Macapagal_Arroyo,Tung_Chee-hwa
Laura_Bush,Hamid_Karzai
Nestor_Kirchner,George_W_Bush
Hamid_Karzai,Guillermo_Coria
Andy_Roddick,Vicente_Fox
Guillermo_Coria,George_W_Bush
Tony_Blair,George_W_Bush
Vicente_Fox,George_W_Bush
Tim_Henman,Jennifer_Capriati
Mohammed_Al-Douri,Michael_Bloomberg
Junichiro_Koizumi,George_HW_Bush
Arnold_Schwarzenegger,Junichiro_Koizumi
Carlos_Moya,Vaclav_Havel
Gerhard_Schroeder,Yoriko_Kawaguchi
Tom_Ridge,Carlos_Menem
Tom_Daschle,Jose_Maria_Aznar
Winona_Ryder,Lucio_Gutierrez
Fidel_Castro,Tony_Blair
Joschka_Fischer,Howard_Dean
Lleyton_Hewitt,Joe_Lieberman
Alvaro_Uribe,George_W_Bush
Pervez_Musharraf,Ariel_Sharon
Hu_Jintao,John_Abizaid
