Epoch,loss,accuracy,val_loss,val_accuracy
1,5.308292866,0.01719093,5.062206268,0.021929825
2,5.081683636,0.022311632,5.041568279,0.023391813
3,5.026467323,0.034747623,4.9688344,0.040935673
4,4.782648087,0.053767376,4.703109264,0.055555556
5,4.466061592,0.092172638,4.532114983,0.073099412
6,4.108932972,0.133504018,4.290436745,0.114035085
7,3.789598942,0.187271401,4.219141006,0.154970765
8,3.450512171,0.2542063,4.212873459,0.156432748
9,3.10256362,0.31711778,4.138554096,0.184210524
10,2.795058489,0.395025611,4.406422138,0.175438598
11,2.529743433,0.444769561,4.351809978,0.217836261
12,2.2191751,0.525237739,4.51196146,0.235380113
13,2.014768124,0.585588872,4.818642139,0.257309943
14,1.853134274,0.648500383,5.010494709,0.236842111
15,1.625360727,0.715069473,5.618065357,0.251461983
16,1.509352326,0.741404533,5.518333435,0.264619887
17,1.454208374,0.760058522,5.68409729,0.274853796
18,1.287103176,0.814557433,5.796215534,0.269005835
19,1.211835146,0.824798822,6.03745985,0.264619887
20,1.226655364,0.825164616,6.19519949,0.274853796
21,1.137213945,0.848573506,6.263513565,0.255847961
22,1.14351964,0.841624022,6.652508736,0.27192983
23,1.131124496,0.844915867,6.945114613,0.255847961
24,1.0477314,0.8705194,6.62217617,0.270467848
25,0.923819542,0.905267,6.924172401,0.267543852
26,1.077245712,0.856986105,6.717702866,0.283625722
27,0.94905901,0.899414778,7.069781303,0.283625722
28,0.94730258,0.894659817,7.436447144,0.269005835
29,0.931179285,0.895391345,7.23462534,0.25
30,0.979810357,0.891733706,7.31842804,0.267543852
31,1.037836432,0.870885134,7.246424198,0.258771926
32,0.916992128,0.910387695,7.014873505,0.305555552
33,0.865879178,0.920629144,8.207600594,0.283625722
34,0.897028089,0.905632794,7.20088625,0.283625722
35,0.937835336,0.895025611,6.785820961,0.315789461
36,0.925626516,0.903803945,6.944674969,0.282163739
37,0.893094957,0.923920989,6.95691824,0.324561417
38,0.820706308,0.933430851,6.851921558,0.290935665
39,0.876758695,0.908558905,6.440011978,0.282163739
40,0.889117539,0.901609361,7.569666386,0.269005835
41,0.938788235,0.902340889,7.290752411,0.301169604
42,0.873173118,0.914776862,6.82192421,0.311403513
43,0.774453461,0.947695673,6.840559959,0.301169604
44,0.824282527,0.922092199,7.281350613,0.317251474
45,0.815467358,0.920629144,7.406647682,0.321637422
46,0.91040343,0.905998528,6.854688644,0.283625722
47,0.818365693,0.923189461,6.643557549,0.308479518
48,0.737616897,0.945866883,7.250986576,0.295321643
49,0.746776998,0.935625434,7.538252831,0.30409357
50,0.854323745,0.905267,6.98830843,0.301169604
51,0.821378648,0.927944422,6.857122898,0.324561417
52,0.809847832,0.927944422,6.794127941,0.314327478
53,0.799153984,0.926115572,6.496509075,0.3260234
54,0.744951069,0.94001466,7.018438339,0.330409348
55,0.758408546,0.940380394,7.489732742,0.2880117
56,0.828567266,0.918434501,6.632649899,0.30994153
57,0.764724672,0.93708849,6.628639221,0.328947365
58,0.684410751,0.951719105,6.874020576,0.3260234
59,0.790923476,0.916605711,6.853121758,0.349415213
60,0.821651876,0.925384045,6.72513485,0.337719291
61,0.810959637,0.923555255,6.572070599,0.324561417
62,0.783480227,0.933065116,6.500746727,0.328947365
63,0.734763026,0.946598411,6.617440224,0.330409348
64,0.705701709,0.949158728,6.469563961,0.340643287
65,0.875155568,0.897951722,6.113322735,0.3859649
66,0.744606614,0.94184345,6.377725601,0.346491218
67,0.686817408,0.953913689,6.744760036,0.359649122
68,0.67273581,0.952816367,6.320642471,0.358187139
69,0.804510951,0.916971445,6.567590714,0.317251474
70,0.751998484,0.938185811,6.642711639,0.339181274
